iter	Passed	Remaining
894	6341	743
895	6348	736
896	6354	729
897	6360	722
898	6367	715
899	6374	708
900	6380	701
901	6386	693
902	6391	686
903	6398	679
904	6404	672
905	6410	665
906	6417	658
907	6423	650
908	6430	643
909	6436	636
910	6441	629
911	6455	622
912	6468	616
913	6478	609
914	6486	602
915	6494	595
916	6504	588
917	6512	581
918	6519	574
919	6526	567
920	6533	560
921	6541	553
922	6548	546
923	6556	539
924	6564	532
925	6571	525
926	6580	518
927	6588	511
928	6595	504
929	6602	496
930	6611	489
931	6619	482
932	6627	475
933	6634	468
934	6643	461
935	6651	454
936	6658	447
937	6665	440
938	6675	433
939	6682	426
940	6690	419
941	6697	412
942	6705	405
943	6713	398
944	6720	391
945	6726	383
946	6734	376
947	6742	369
948	6749	362
949	6755	355
950	6762	348
951	6769	341
952	6776	334
953	6783	327
954	6790	319
955	6797	312
956	6805	305
957	6813	298
958	6820	291
959	6827	284
960	6834	277
961	6841	270
962	6848	263
963	6856	256
964	6863	248
965	6870	241
966	6877	234
967	6884	227
968	6891	220
969	6897	213
970	6905	206
971	6911	199
972	6918	191
973	6925	184
974	6932	177
975	6938	170
976	6945	163
977	6952	156
978	6958	149
979	6965	142
980	6972	135
981	6979	127
982	6985	120
983	6992	113
984	6999	106
985	7005	99
986	7012	92
987	7019	85
988	7026	78
989	7033	71
990	7040	63
991	7047	56
992	7054	49
993	7062	42
994	7068	35
995	7076	28
996	7083	21
997	7090	14
998	7097	7
999	7104	0
